,Equity Name,Trade,Entry Time,Entry Price,Exit Time,Exit Price,Quantity,Position Size,PNL,% PNL,Exit Type,Holding Period
64,RELIANCE.NS,Long Closed,2016-03-22,474.08,2016-05-11,444.27,105.0,49778.559,-3130.05,-6.288,Exit Trigger,50 days
65,RELIANCE.NS,Long Closed,2016-07-05,450.81,2016-11-09,434.31,110.0,49589.291,-1815.0,-3.66,Exit Trigger,127 days
66,RELIANCE.NS,Long Closed,2016-12-27,479.04,2017-02-09,469.97,104.0,49820.345,-943.28,-1.893,Exit Trigger,44 days
67,RELIANCE.NS,Long Closed,2017-02-27,544.26,2017-05-29,611.23,91.0,49527.344,6094.27,12.305,Exit Trigger,91 days
68,RELIANCE.NS,Long Closed,2017-06-27,654.66,2017-12-28,845.99,76.0,49754.33,14541.08,29.226,Exit Trigger,184 days
69,RELIANCE.NS,Long Closed,2018-01-10,862.22,2018-02-23,846.12,57.0,49146.298,-917.7,-1.867,Exit Trigger,44 days
70,RELIANCE.NS,Long Closed,2018-04-25,890.24,2018-06-11,902.54,56.0,49853.443,688.8,1.382,Exit Trigger,47 days
71,RELIANCE.NS,Long Closed,2018-06-19,927.04,2018-10-10,1000.19,53.0,49133.222,3876.95,7.891,Exit Trigger,113 days
72,RELIANCE.NS,Long Closed,2018-12-07,1032.69,2019-01-11,1012.71,48.0,49569.27,-959.04,-1.935,Exit Trigger,35 days
73,RELIANCE.NS,Long Closed,2019-01-23,1127.65,2019-05-21,1218.07,44.0,49616.445,3978.48,8.018,Exit Trigger,118 days
74,RELIANCE.NS,Long Closed,2019-09-11,1117.77,2019-09-20,1086.18,44.0,49181.956,-1389.96,-2.826,Exit Trigger,9 days
75,RELIANCE.NS,Long Closed,2019-09-30,1197.78,2020-01-21,1397.65,41.0,49108.811,8194.67,16.687,Exit Trigger,113 days
76,RELIANCE.NS,Long Closed,2020-05-04,1316.64,2020-10-29,1843.23,37.0,48715.649,19483.83,39.995,Exit Trigger,178 days
77,RELIANCE.NS,Long Closed,2021-01-05,1817.39,2021-01-11,1789.51,27.0,49069.432,-752.76,-1.534,Exit Trigger,6 days
78,RELIANCE.NS,Long Closed,2021-01-22,1948.45,2021-01-28,1735.38,25.0,48711.307,-5326.75,-10.935,Exit Trigger,6 days
79,RELIANCE.NS,Long Closed,2021-02-16,1882.69,2021-02-22,1919.84,26.0,48949.904,965.9,1.973,Exit Trigger,6 days
80,RELIANCE.NS,Long Closed,2021-02-24,1873.69,2021-04-13,1775.85,26.0,48715.923,-2543.84,-5.222,Exit Trigger,48 days
81,RELIANCE.NS,Long Closed,2021-06-03,2049.98,2021-07-23,1970.1,24.0,49199.572,-1917.12,-3.897,Exit Trigger,50 days
82,RELIANCE.NS,Long Closed,2021-08-27,2064.75,2021-11-24,2196.74,24.0,49554.006,3167.76,6.393,Exit Trigger,89 days
83,RELIANCE.NS,Long Closed,2022-01-19,2335.19,2022-02-15,2170.16,21.0,49038.973,-3465.63,-7.067,Exit Trigger,27 days
84,RELIANCE.NS,Long Closed,2022-03-29,2434.87,2022-05-27,2393.38,20.0,48697.461,-829.8,-1.704,Exit Trigger,59 days
85,RELIANCE.NS,Long Closed,2022-06-13,2445.95,2022-07-01,2376.63,20.0,48918.984,-1386.4,-2.834,Exit Trigger,18 days
86,RELIANCE.NS,Long Closed,2022-08-18,2455.18,2022-09-28,2178.6,20.0,49103.584,-5531.6,-11.265,Exit Trigger,41 days
87,RELIANCE.NS,Long Closed,2022-11-11,2399.8,2023-01-03,2367.54,20.0,47995.981,-645.2,-1.344,Exit Trigger,53 days
88,RELIANCE.NS,Long Closed,2023-05-02,2248.61,2023-09-07,2421.7,22.0,49469.46,3807.98,7.698,Exit Trigger,128 days
89,RELIANCE.NS,Long Closed,2023-11-29,2408.0,2024-04-10,2932.7,20.0,48160.0,10494.0,21.79,Exit Trigger,133 days
90,RELIANCE.NS,Long Closed,2024-04-22,2944.9,2024-05-03,2942.0,16.0,47118.398,-46.4,-0.098,Exit Trigger,11 days
91,TCS.NS,Long Closed,2002-09-10,40.94,2002-10-03,37.25,1221.0,49984.688,-4505.49,-9.014,Exit Trigger,23 days
92,TCS.NS,Long Closed,2002-11-26,42.62,2003-02-07,50.14,1173.0,49999.125,8820.96,17.642,Exit Trigger,73 days
93,TCS.NS,Long Closed,2004-05-07,116.25,2004-07-15,91.75,430.0,49987.5,-10535.0,-21.075,Exit Trigger,69 days
94,TCS.NS,Long Closed,2004-07-16,93.72,2005-04-21,140.62,533.0,49955.424,24997.7,50.04,Exit Trigger,279 days
95,TCS.NS,Long Closed,2005-06-13,159.38,2005-08-29,171.25,313.0,49884.375,3715.31,7.448,Exit Trigger,77 days
96,TCS.NS,Long Closed,2005-09-09,168.88,2005-11-09,184.62,296.0,49987.0,4659.04,9.321,Exit Trigger,61 days
97,TCS.NS,Long Closed,2005-11-18,189.0,2006-02-08,208.25,264.0,49896.0,5082.0,10.185,Exit Trigger,82 days
98,TCS.NS,Long Closed,2006-03-07,217.52,2006-06-01,228.12,229.0,49812.081,2427.4,4.873,Exit Trigger,86 days
99,TCS.NS,Long Closed,2006-07-21,224.75,2007-03-08,297.5,222.0,49894.5,16150.5,32.369,Exit Trigger,230 days
100,TCS.NS,Long Closed,2007-05-08,317.5,2007-06-04,307.0,157.0,49847.5,-1648.5,-3.307,Exit Trigger,27 days
101,TCS.NS,Long Closed,2007-10-19,286.96,2007-11-13,240.96,174.0,49931.474,-8004.0,-16.03,Exit Trigger,25 days
102,TCS.NS,Long Closed,2007-12-26,278.75,2008-01-22,203.68,179.0,49896.25,-13437.53,-26.931,Exit Trigger,27 days
103,TCS.NS,Long Closed,2008-04-21,252.25,2008-06-24,212.5,198.0,49945.5,-7870.5,-15.758,Exit Trigger,64 days
104,TCS.NS,Long Closed,2008-09-04,211.25,2008-09-18,182.0,236.0,49855.0,-6903.0,-13.846,Exit Trigger,14 days
105,TCS.NS,Long Closed,2009-02-03,123.25,2009-02-05,125.0,405.0,49916.25,708.75,1.42,Exit Trigger,2 days
106,TCS.NS,Long Closed,2009-03-31,131.25,2010-05-05,375.0,380.0,49875.0,92625.0,185.714,Exit Trigger,400 days
107,TCS.NS,Long Closed,2010-06-25,387.9,2011-02-22,561.33,128.0,49651.199,22199.04,44.71,Exit Trigger,242 days
108,TCS.NS,Long Closed,2011-04-08,598.45,2011-05-25,574.55,83.0,49671.351,-1983.7,-3.994,Exit Trigger,47 days
109,TCS.NS,Long Closed,2011-07-04,596.5,2011-07-13,575.0,83.0,49509.5,-1784.5,-3.604,Exit Trigger,9 days
110,TCS.NS,Long Closed,2011-07-20,575.0,2011-07-29,566.5,86.0,49450.0,-731.0,-1.478,Exit Trigger,9 days
111,TCS.NS,Long Closed,2011-10-10,524.0,2012-01-25,547.45,95.0,49780.0,2227.75,4.475,Exit Trigger,107 days
112,TCS.NS,Long Closed,2012-02-17,617.42,2012-03-30,572.75,80.0,49393.999,-3573.6,-7.235,Exit Trigger,42 days
113,TCS.NS,Long Closed,2012-05-14,613.65,2012-07-26,606.5,81.0,49705.652,-579.15,-1.165,Exit Trigger,73 days
114,TCS.NS,Long Closed,2012-08-22,647.95,2012-10-16,648.5,77.0,49892.151,42.35,0.085,Exit Trigger,55 days
115,TCS.NS,Long Closed,2012-12-05,650.0,2012-12-07,638.33,76.0,49400.0,-886.92,-1.795,Exit Trigger,2 days
116,TCS.NS,Long Closed,2013-01-18,681.25,2013-04-26,696.5,73.0,49731.25,1113.25,2.239,Exit Trigger,98 days
117,TCS.NS,Long Closed,2013-06-10,762.53,2013-06-28,747.5,65.0,49564.127,-976.95,-1.971,Exit Trigger,18 days
118,TCS.NS,Long Closed,2013-07-02,746.55,2013-07-08,764.0,66.0,49272.299,1151.7,2.337,Exit Trigger,6 days
119,TCS.NS,Long Closed,2013-07-15,800.55,2013-12-03,1008.03,62.0,49634.099,12863.76,25.917,Exit Trigger,141 days
120,TCS.NS,Long Closed,2013-12-31,1080.05,2014-02-20,1103.0,46.0,49682.302,1055.7,2.125,Exit Trigger,51 days
121,TCS.NS,Long Closed,2014-04-25,1113.5,2014-05-28,1070.0,44.0,48994.0,-1914.0,-3.907,Exit Trigger,33 days
122,TCS.NS,Long Closed,2014-06-23,1146.5,2014-11-10,1287.55,43.0,49299.5,6065.15,12.303,Exit Trigger,140 days
123,TCS.NS,Long Closed,2015-02-10,1255.0,2015-04-08,1297.0,39.0,48945.0,1638.0,3.347,Exit Trigger,57 days
124,TCS.NS,Long Closed,2015-06-02,1308.0,2015-07-22,1280.5,38.0,49704.0,-1045.0,-2.102,Exit Trigger,50 days
125,TCS.NS,Long Closed,2015-08-19,1375.0,2015-09-21,1275.0,36.0,49500.0,-3600.0,-7.273,Exit Trigger,33 days
126,TCS.NS,Long Closed,2015-10-14,1274.0,2015-10-15,1245.0,39.0,49686.0,-1131.0,-2.276,Exit Trigger,1 days
127,TCS.NS,Long Closed,2016-03-22,1221.0,2016-07-11,1215.0,40.0,48840.0,-240.0,-0.491,Exit Trigger,111 days
128,TCS.NS,Long Closed,2016-08-09,1329.0,2016-09-14,1181.0,37.0,49173.0,-5476.0,-11.136,Exit Trigger,36 days
129,TCS.NS,Long Closed,2017-01-03,1180.62,2017-02-10,1155.5,42.0,49586.25,-1055.04,-2.128,Exit Trigger,38 days
130,TCS.NS,Long Closed,2017-02-14,1209.82,2017-04-19,1131.75,41.0,49602.823,-3200.87,-6.453,Exit Trigger,64 days
131,TCS.NS,Long Closed,2017-05-29,1289.5,2017-07-06,1179.5,38.0,49001.0,-4180.0,-8.53,Exit Trigger,38 days
132,TCS.NS,Long Closed,2017-08-07,1258.25,2017-09-20,1257.0,39.0,49071.75,-48.75,-0.099,Exit Trigger,44 days
133,TCS.NS,Long Closed,2017-10-17,1292.5,2017-12-21,1293.5,38.0,49115.0,38.0,0.077,Exit Trigger,65 days
134,TCS.NS,Long Closed,2018-01-16,1378.0,2018-03-23,1401.0,36.0,49608.0,828.0,1.669,Exit Trigger,66 days
135,TCS.NS,Long Closed,2018-04-23,1712.0,2018-10-25,1844.0,29.0,49648.0,3828.0,7.71,Exit Trigger,185 days
136,TCS.NS,Long Closed,2018-12-17,1999.0,2019-01-11,1870.0,25.0,49975.0,-3225.0,-6.453,Exit Trigger,25 days
137,TCS.NS,Long Closed,2019-02-08,2075.0,2019-07-23,2127.9,24.0,49800.0,1269.6,2.549,Exit Trigger,165 days
138,TCS.NS,Long Closed,2019-08-26,2247.0,2019-09-26,2097.9,22.0,49434.0,-3280.2,-6.636,Exit Trigger,31 days
139,TCS.NS,Long Closed,2019-11-13,2118.0,2019-12-10,2060.0,23.0,48714.0,-1334.0,-2.738,Exit Trigger,27 days
140,TCS.NS,Long Closed,2020-01-01,2168.0,2020-02-13,2172.95,23.0,49864.0,113.85,0.228,Exit Trigger,43 days
141,TCS.NS,Long Closed,2020-05-14,1910.0,2021-03-03,3035.0,26.0,49660.0,29250.0,58.901,Exit Trigger,293 days
142,TCS.NS,Long Closed,2021-04-08,3270.0,2021-05-18,3100.0,15.0,49050.0,-2550.0,-5.199,Exit Trigger,40 days
143,TCS.NS,Long Closed,2021-06-15,3298.0,2021-08-02,3180.0,15.0,49470.0,-1770.0,-3.578,Exit Trigger,48 days
144,TCS.NS,Long Closed,2021-08-17,3482.1,2021-10-26,3494.5,14.0,48749.401,173.6,0.356,Exit Trigger,70 days
145,TCS.NS,Long Closed,2021-12-21,3582.65,2022-02-22,3650.0,13.0,46574.449,875.55,1.88,Exit Trigger,63 days
146,TCS.NS,Long Closed,2022-04-07,3745.5,2022-05-02,3519.9,13.0,48691.5,-2932.8,-6.023,Exit Trigger,25 days
147,TCS.NS,Long Closed,2022-08-17,3385.1,2022-09-15,3130.0,14.0,47391.401,-3571.4,-7.536,Exit Trigger,29 days
148,TCS.NS,Long Closed,2022-11-03,3228.05,2023-01-03,3252.0,15.0,48420.751,359.25,0.742,Exit Trigger,61 days
149,TCS.NS,Long Closed,2023-01-27,3426.0,2023-03-16,3208.0,14.0,47964.0,-3052.0,-6.363,Exit Trigger,48 days
150,TCS.NS,Long Closed,2023-05-19,3210.0,2023-07-03,3314.3,15.0,48150.0,1564.5,3.249,Exit Trigger,45 days
151,TCS.NS,Long Closed,2023-07-17,3510.0,2023-11-03,3382.0,14.0,49140.0,-1792.0,-3.647,Exit Trigger,109 days
152,TCS.NS,Long Closed,2023-12-11,3622.9,2024-04-08,3983.0,13.0,47097.699,4681.3,9.94,Exit Trigger,119 days
153,INFY.NS,Long Closed,1996-02-08,0.85,1996-08-05,1.35,58850.0,49999.491,29425.0,58.851,Exit Trigger,179 days
154,INFY.NS,Long Closed,1996-10-25,1.33,1997-11-06,5.06,37647.0,49999.922,140423.31,280.847,Exit Trigger,377 days
155,INFY.NS,Long Closed,1998-03-02,5.58,1998-06-23,7.52,8957.0,49998.25,17376.58,34.754,Exit Trigger,113 days
156,INFY.NS,Long Closed,1998-07-17,10.33,1998-09-11,9.38,4839.0,49996.699,-4597.05,-9.195,Exit Trigger,56 days
157,INFY.NS,Long Closed,1998-11-16,9.34,1998-12-02,9.22,5355.0,49993.94,-642.6,-1.285,Exit Trigger,16 days
158,INFY.NS,Long Closed,1998-12-08,9.81,1999-04-15,20.82,5095.0,49994.688,56095.95,112.204,Exit Trigger,128 days
159,INFY.NS,Long Closed,1999-05-18,24.06,2000-04-10,153.37,2077.0,49977.812,268576.87,537.392,Exit Trigger,328 days
160,INFY.NS,Long Closed,2000-06-22,132.81,2000-08-02,103.5,376.0,49937.5,-11020.56,-22.069,Exit Trigger,41 days
161,INFY.NS,Long Closed,2000-09-04,131.25,2000-10-11,110.94,380.0,49875.0,-7717.8,-15.474,Exit Trigger,37 days
162,INFY.NS,Long Closed,2000-11-21,119.22,2000-12-22,98.36,419.0,49952.656,-8740.34,-17.497,Exit Trigger,31 days
163,INFY.NS,Long Closed,2001-02-08,100.86,2001-03-05,76.58,495.0,49925.391,-12018.6,-24.073,Exit Trigger,25 days
164,INFY.NS,Long Closed,2001-05-28,65.39,2001-06-25,53.3,764.0,49956.648,-9236.76,-18.49,Exit Trigger,28 days
165,INFY.NS,Long Closed,2001-08-06,60.39,2001-09-07,51.25,827.0,49943.047,-7558.78,-15.135,Exit Trigger,32 days
166,INFY.NS,Long Closed,2001-11-06,45.17,2002-02-01,61.74,1106.0,49960.094,18326.42,36.682,Exit Trigger,87 days
167,INFY.NS,Long Closed,2002-03-20,61.8,2002-04-10,56.56,809.0,49993.672,-4239.16,-8.479,Exit Trigger,21 days
168,INFY.NS,Long Closed,2002-08-28,53.12,2003-01-29,67.81,941.0,49990.625,13823.29,27.652,Exit Trigger,154 days
169,INFY.NS,Long Closed,2003-06-24,47.28,2004-02-13,83.88,1057.0,49976.281,38686.2,77.409,Exit Trigger,234 days
170,INFY.NS,Long Closed,2004-04-16,84.3,2004-05-19,78.28,593.0,49988.047,-3569.86,-7.141,Exit Trigger,33 days
171,INFY.NS,Long Closed,2004-06-18,81.25,2005-01-17,123.88,615.0,49968.75,26217.45,52.468,Exit Trigger,213 days
172,INFY.NS,Long Closed,2005-02-18,135.62,2005-04-19,120.88,368.0,49910.0,-5424.32,-10.868,Exit Trigger,60 days
173,INFY.NS,Long Closed,2005-05-31,138.44,2005-08-01,137.62,361.0,49975.938,-296.02,-0.592,Exit Trigger,62 days
174,INFY.NS,Long Closed,2005-08-30,144.31,2006-02-03,176.75,346.0,49932.125,11224.24,22.479,Exit Trigger,157 days
175,INFY.NS,Long Closed,2006-03-22,185.0,2006-05-31,185.62,270.0,49950.0,167.4,0.335,Exit Trigger,70 days
176,INFY.NS,Long Closed,2006-07-13,218.5,2007-03-09,266.29,228.0,49818.0,10896.12,21.872,Exit Trigger,239 days
177,INFY.NS,Long Closed,2007-07-27,250.12,2007-08-08,236.25,199.0,49774.875,-2760.13,-5.545,Exit Trigger,12 days
178,INFY.NS,Long Closed,2007-10-11,262.5,2007-11-08,214.84,190.0,49875.0,-9055.4,-18.156,Exit Trigger,28 days
179,INFY.NS,Long Closed,2008-01-04,218.43,2008-01-23,181.12,228.0,49800.901,-8506.68,-17.081,Exit Trigger,19 days
180,INFY.NS,Long Closed,2008-04-23,200.0,2008-07-07,222.5,250.0,50000.0,5625.0,11.25,Exit Trigger,75 days
181,INFY.NS,Long Closed,2008-09-01,218.75,2008-09-30,171.25,228.0,49875.0,-10830.0,-21.714,Exit Trigger,29 days
182,INFY.NS,Long Closed,2009-01-22,154.38,2009-03-13,156.18,323.0,49863.125,581.4,1.166,Exit Trigger,50 days
183,INFY.NS,Long Closed,2009-03-26,168.12,2009-11-05,278.27,297.0,49933.125,32714.55,65.517,Exit Trigger,224 days
184,INFY.NS,Long Closed,2009-11-19,295.98,2010-02-16,312.5,168.0,49724.852,2775.36,5.581,Exit Trigger,89 days
185,INFY.NS,Long Closed,2010-03-10,334.36,2010-05-17,329.38,149.0,49820.011,-742.02,-1.489,Exit Trigger,68 days
186,INFY.NS,Long Closed,2010-06-23,343.39,2010-09-01,339.23,145.0,49791.189,-603.2,-1.211,Exit Trigger,70 days
187,INFY.NS,Long Closed,2010-09-16,379.01,2010-11-18,373.62,131.0,49649.82,-706.09,-1.422,Exit Trigger,63 days
188,INFY.NS,Long Closed,2010-12-08,394.88,2011-02-07,384.36,126.0,49754.25,-1325.52,-2.664,Exit Trigger,61 days
189,INFY.NS,Long Closed,2011-04-07,407.74,2011-05-04,362.62,122.0,49743.974,-5504.64,-11.066,Exit Trigger,27 days
190,INFY.NS,Long Closed,2011-07-08,375.0,2011-08-01,347.51,133.0,49875.0,-3656.17,-7.331,Exit Trigger,24 days
191,INFY.NS,Long Closed,2011-10-12,324.38,2011-12-15,340.79,154.0,49953.75,2527.14,5.059,Exit Trigger,64 days
192,INFY.NS,Long Closed,2012-01-05,354.9,2012-02-02,342.51,140.0,49685.999,-1734.6,-3.491,Exit Trigger,28 days
193,INFY.NS,Long Closed,2012-02-21,366.25,2012-04-16,300.0,136.0,49810.0,-9010.0,-18.089,Exit Trigger,55 days
194,INFY.NS,Long Closed,2012-06-20,310.0,2012-07-19,275.0,161.0,49910.0,-5635.0,-11.29,Exit Trigger,29 days
195,INFY.NS,Long Closed,2012-09-03,295.75,2012-10-30,290.75,169.0,49981.75,-845.0,-1.691,Exit Trigger,57 days
196,INFY.NS,Long Closed,2013-01-16,347.62,2013-04-15,286.25,143.0,49710.375,-8775.91,-17.654,Exit Trigger,89 days
197,INFY.NS,Long Closed,2013-06-19,305.75,2014-03-24,409.02,163.0,49837.25,16833.01,33.776,Exit Trigger,278 days
198,INFY.NS,Long Closed,2014-06-30,402.5,2014-12-26,486.27,124.0,49910.0,10387.48,20.812,Exit Trigger,179 days
199,INFY.NS,Long Closed,2015-01-27,555.25,2015-04-06,544.75,90.0,49972.5,-945.0,-1.891,Exit Trigger,69 days
200,INFY.NS,Long Closed,2015-07-02,499.5,2015-07-08,489.5,100.0,49950.0,-1000.0,-2.002,Exit Trigger,6 days
201,INFY.NS,Long Closed,2015-07-28,534.25,2015-09-29,551.0,93.0,49685.25,1557.75,3.135,Exit Trigger,63 days
202,INFY.NS,Long Closed,2015-10-05,586.5,2015-11-24,525.0,85.0,49852.5,-5227.5,-10.486,Exit Trigger,50 days
203,INFY.NS,Long Closed,2016-01-12,531.0,2016-06-29,584.5,94.0,49914.0,5029.0,10.075,Exit Trigger,169 days
204,INFY.NS,Long Closed,2016-12-23,492.45,2017-01-30,468.75,101.0,49737.451,-2393.7,-4.813,Exit Trigger,38 days
205,INFY.NS,Long Closed,2017-03-02,512.2,2017-04-20,460.75,97.0,49683.401,-4990.65,-10.045,Exit Trigger,49 days
206,INFY.NS,Long Closed,2017-06-06,482.5,2017-07-03,470.55,103.0,49697.5,-1230.85,-2.477,Exit Trigger,27 days
207,INFY.NS,Long Closed,2017-07-25,495.0,2017-08-30,468.6,101.0,49995.0,-2666.4,-5.333,Exit Trigger,36 days
208,INFY.NS,Long Closed,2017-10-25,459.5,2018-04-18,561.42,108.0,49626.0,11007.36,22.181,Exit Trigger,175 days
209,INFY.NS,Long Closed,2018-05-08,588.95,2018-10-23,675.95,84.0,49471.801,7308.0,14.772,Exit Trigger,168 days
210,INFY.NS,Long Closed,2018-12-21,659.5,2019-03-19,712.8,75.0,49462.5,3997.5,8.082,Exit Trigger,88 days
211,INFY.NS,Long Closed,2019-04-15,724.7,2019-05-13,716.55,68.0,49279.601,-554.2,-1.125,Exit Trigger,28 days
212,INFY.NS,Long Closed,2019-06-20,737.8,2019-10-16,765.25,67.0,49432.599,1839.15,3.721,Exit Trigger,118 days
213,INFY.NS,Long Closed,2019-12-23,732.15,2020-03-13,592.0,68.0,49786.202,-9530.2,-19.142,Exit Trigger,81 days
214,INFY.NS,Long Closed,2020-05-13,694.8,2021-02-26,1269.0,71.0,49330.799,40768.2,82.642,Exit Trigger,289 days
215,INFY.NS,Long Closed,2021-03-16,1386.05,2021-05-14,1326.85,36.0,49897.802,-2131.2,-4.271,Exit Trigger,59 days
216,INFY.NS,Long Closed,2021-06-10,1424.0,2022-02-09,1735.0,35.0,49840.0,10885.0,21.84,Exit Trigger,244 days
217,INFY.NS,Long Closed,2022-03-23,1897.0,2022-04-26,1577.2,26.0,49322.0,-8314.8,-16.858,Exit Trigger,34 days
218,INFY.NS,Long Closed,2022-07-21,1517.0,2022-09-15,1475.0,32.0,48544.0,-1344.0,-2.769,Exit Trigger,56 days
219,INFY.NS,Long Closed,2022-11-01,1553.05,2022-12-30,1528.0,32.0,49697.602,-801.6,-1.613,Exit Trigger,59 days
220,INFY.NS,Long Closed,2023-02-10,1612.95,2023-03-14,1441.0,30.0,48388.499,-5158.5,-10.661,Exit Trigger,32 days
221,INFY.NS,Long Closed,2023-06-15,1293.95,2023-10-26,1355.05,38.0,49170.098,2321.8,4.722,Exit Trigger,133 days
222,INFY.NS,Long Closed,2023-12-07,1472.85,2024-03-20,1563.0,33.0,48604.049,2974.95,6.121,Exit Trigger,104 days
223,SBIN.NS,Long Closed,1996-02-05,21.09,1996-04-08,24.63,2371.0,49998.914,8393.34,16.787,Exit Trigger,63 days
224,SBIN.NS,Long Closed,1996-04-10,25.1,1996-06-05,28.31,1992.0,49994.527,6394.32,12.79,Exit Trigger,56 days
225,SBIN.NS,Long Closed,1996-06-18,29.06,1996-08-07,26.89,1720.0,49983.957,-3732.4,-7.467,Exit Trigger,50 days
226,SBIN.NS,Long Closed,1997-01-02,23.49,1997-04-15,26.04,2128.0,49994.525,5426.4,10.854,Exit Trigger,103 days
227,SBIN.NS,Long Closed,1997-05-08,28.84,1997-08-07,31.14,1733.0,49985.667,3985.9,7.974,Exit Trigger,91 days
228,SBIN.NS,Long Closed,1998-01-12,21.94,1998-05-18,23.93,2279.0,49994.102,4535.21,9.071,Exit Trigger,126 days
229,SBIN.NS,Long Closed,1998-08-07,19.06,1998-08-10,18.82,2623.0,49992.072,-629.52,-1.259,Exit Trigger,3 days
230,SBIN.NS,Long Closed,1998-09-28,20.02,1998-10-14,15.0,2497.0,49993.713,-12534.94,-25.073,Exit Trigger,16 days
231,SBIN.NS,Long Closed,1999-01-08,16.61,1999-02-15,14.65,3010.0,49983.959,-5899.6,-11.803,Exit Trigger,38 days
232,SBIN.NS,Long Closed,1999-03-11,19.81,1999-04-23,15.29,2523.0,49990.561,-11403.96,-22.812,Exit Trigger,43 days
233,SBIN.NS,Long Closed,1999-05-21,26.78,1999-08-13,22.83,1867.0,49992.884,-7374.65,-14.751,Exit Trigger,84 days
234,SBIN.NS,Long Closed,1999-10-21,24.34,1999-11-29,21.63,2053.0,49975.843,-5563.63,-11.133,Exit Trigger,39 days
235,SBIN.NS,Long Closed,2000-01-10,26.42,2000-03-06,20.26,1892.0,49983.959,-11654.72,-23.317,Exit Trigger,56 days
236,SBIN.NS,Long Closed,2000-05-03,18.59,2000-05-18,18.12,2690.0,49999.999,-1264.3,-2.529,Exit Trigger,15 days
237,SBIN.NS,Long Closed,2000-06-16,21.18,2000-08-03,19.23,2361.0,49999.663,-4603.95,-9.208,Exit Trigger,48 days
238,SBIN.NS,Long Closed,2000-11-28,16.71,2001-04-02,18.78,2993.0,49998.173,6195.51,12.391,Exit Trigger,125 days
239,SBIN.NS,Long Closed,2001-05-15,22.64,2001-06-19,20.1,2208.0,49999.058,-5608.32,-11.217,Exit Trigger,35 days
240,SBIN.NS,Long Closed,2001-10-29,17.79,2001-12-25,17.17,2811.0,49994.664,-1742.82,-3.486,Exit Trigger,57 days
241,SBIN.NS,Long Closed,2002-01-22,20.31,2002-03-28,21.41,2461.0,49981.153,2707.1,5.416,Exit Trigger,65 days
242,SBIN.NS,Long Closed,2002-04-25,22.46,2002-05-17,20.89,2226.0,49986.6,-3494.82,-6.992,Exit Trigger,22 days
243,SBIN.NS,Long Closed,2002-06-21,22.97,2002-08-01,22.08,2176.0,49993.016,-1936.64,-3.874,Exit Trigger,41 days
244,SBIN.NS,Long Closed,2002-09-10,22.01,2002-10-07,21.7,2271.0,49979.313,-704.01,-1.409,Exit Trigger,27 days
245,SBIN.NS,Long Closed,2002-11-06,22.87,2003-03-18,25.93,2186.0,49985.57,6689.16,13.382,Exit Trigger,132 days
246,SBIN.NS,Long Closed,2003-05-01,26.29,2003-12-02,44.53,1901.0,49979.587,34674.24,69.377,Exit Trigger,215 days
247,SBIN.NS,Long Closed,2003-12-25,48.01,2004-03-09,59.44,1041.0,49979.512,11898.63,23.807,Exit Trigger,75 days
248,SBIN.NS,Long Closed,2004-04-19,60.85,2004-05-21,47.55,821.0,49955.929,-10919.3,-21.858,Exit Trigger,32 days
249,SBIN.NS,Long Closed,2004-08-11,43.4,2004-11-05,45.58,1152.0,49999.056,2511.36,5.023,Exit Trigger,86 days
250,SBIN.NS,Long Closed,2004-11-17,47.74,2005-04-13,61.8,1047.0,49986.034,14720.82,29.45,Exit Trigger,147 days
251,SBIN.NS,Long Closed,2005-06-02,62.73,2005-11-09,78.97,797.0,49999.555,12943.28,25.887,Exit Trigger,160 days
252,SBIN.NS,Long Closed,2005-12-09,83.74,2006-02-06,80.77,597.0,49991.271,-1773.09,-3.547,Exit Trigger,59 days
253,SBIN.NS,Long Closed,2006-03-20,91.05,2006-05-10,92.23,549.0,49986.318,647.82,1.296,Exit Trigger,51 days
254,SBIN.NS,Long Closed,2006-08-09,78.41,2007-01-12,109.64,637.0,49944.995,19893.51,39.831,Exit Trigger,156 days
255,SBIN.NS,Long Closed,2007-04-30,102.94,2007-09-06,149.83,485.0,49924.991,22741.65,45.552,Exit Trigger,129 days
256,SBIN.NS,Long Closed,2007-09-19,163.7,2008-02-07,220.0,305.0,49928.764,17171.5,34.392,Exit Trigger,141 days
257,SBIN.NS,Long Closed,2008-05-20,170.0,2008-05-29,152.22,294.0,49980.0,-5227.32,-10.459,Exit Trigger,9 days
258,SBIN.NS,Long Closed,2008-08-04,149.87,2008-10-17,155.9,333.0,49905.047,2007.99,4.024,Exit Trigger,74 days
259,SBIN.NS,Long Closed,2009-01-02,131.5,2009-02-03,106.62,380.0,49970.0,-9454.4,-18.92,Exit Trigger,32 days
260,SBIN.NS,Long Closed,2009-04-16,130.5,2009-07-21,172.2,383.0,49981.5,15971.1,31.954,Exit Trigger,96 days
261,SBIN.NS,Long Closed,2009-08-11,171.6,2009-12-21,214.9,291.0,49935.602,12600.3,25.233,Exit Trigger,132 days
262,SBIN.NS,Long Closed,2010-03-29,207.5,2010-11-24,295.55,240.0,49800.0,21132.0,42.434,Exit Trigger,240 days
263,SBIN.NS,Long Closed,2011-03-04,270.8,2011-03-23,261.79,184.0,49827.198,-1657.84,-3.327,Exit Trigger,19 days
